Textbox8,tbToday,Textbox2
CE06ISSM-RI002,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),002,Velocity point,VELPT,A,01,Nortek,Aquadopp 300m,1
CE06ISSM-RI002,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),002,pH stable,PHSEN,D,01,Sunburst,SAMI-pH,1
CE06ISSM-RI003,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),003,CTD Bottom Pumped,CTDBP,C,01,Sea-Bird,SBE 16plusV2,1
CE06ISSM-RI003,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),003,Fluorometer three wavelength,FLORT,D,01,WET Labs,ECO Triplet-w,1
CE06ISSM-RI003,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),003,spectral irradiance,SPKIR,B,01,Satlantic,OCR507 ICSW,1
CE06ISSM-RI003,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),003,Attenuation absorption optical,OPTAA,D,01,WET Labs,AC-S,1
CE06ISSM-RI003,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),003,Nutrient nitrate,NUTNR,B,01,Satlantic,ISUS,1
CE06ISSM-SB001,Endurance WA Inshore Surface Mooring,06,ISSM,SB (Surface Buoy),001,Velocity point,VELPT,A,01,Nortek,Aquadopp 300m,1
CE06ISSP-SP001,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,Oxygen dissolved stable,DOSTA,J,01,Aanderaa,Optode 4831,1
CE06ISSP-SP001,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,Fluorometer three wavelength,FLORT,J,01,WET Labs,ECO Triplet-w,1
CE06ISSP-SP001,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,PAR,PARAD,J,01,WET Labs,ECO PAR,1
CE06ISSP-SP001,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,spectral irradiance,SPKIR,J,01,Satlantic,OCR507 ICSW,1
CE06ISSP-SP001,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,Velocity point,VELPT,J,01,Nortek,Aquadopp HR,1
CE06ISSP-SP001,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,Nutrient nitrate,NUTNR,J,01,Satlantic,SUNA V2,1
CE06ISSP-SP001,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,Attenuation absorption optical,OPTAA,J,01,WET Labs,AC-S,1
CE06ISSP-SP001,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,CTD Profiler,CTDPF,J,01,Sea-Bird,FastCAT 49 CTD,1
CE07SHSM-MF004,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),004,CTD Bottom Pumped,CTDBP,C,01,Sea-Bird,SBE 16plusV2,1
CE07SHSM-MF004,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),004,Oxygen dissolved stable,DOSTA,D,01,Aanderaa,Optode 4831,1
CE07SHSM-MF004,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),004,pCO2 water,PCO2W,B,01,Sunburst,SAMI-pCO2,1
CE07SHSM-MF004,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),004,Attenuation absorption optical,OPTAA,D,01,WET Labs,AC-S,1
CE07SHSM-MF004,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),004,pH stable,PHSEN,D,01,Sunburst,SAMI-pH,1
CE07SHSM-MF005,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),005,Camera digital still strobe,CAMDS,A,01,Kongsberg,Modified OE14-408,1
CE07SHSM-MF005,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),005,Pressure SF,PRESF,B,01,Sea-Bird,SBE 26plus,1
CE07SHSM-MF005,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),005,Plankton ZP sonar coastal,ZPLSC,C,01,,,1
CE07SHSM-MF005,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),005,Velocity profile Short Range,ADCPT,C,01,Teledyne RDI,WorkHorse Sentinel 300khz,1
CE07SHSM-MF005,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),005,Velocity point 3D turb,VEL3D,D,01,Nortek,VECTOR,1
CE07SHSM-RI002,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),002,CTD Bottom Pumped,CTDBP,C,01,Sea-Bird,SBE 16plusV2,1
CE07SHSM-RI002,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),002,Oxygen dissolved stable,DOSTA,D,01,Aanderaa,Optode 4831,1
CE07SHSM-RI002,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),002,Velocity point,VELPT,A,01,Nortek,Aquadopp 300m,1
CE07SHSM-RI002,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),002,pH stable,PHSEN,D,01,Sunburst,SAMI-pH,1
CE07SHSM-RI003,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),003,Velocity profile Short Range,ADCPT,A,01,Teledyne RDI,WorkHorse Sentinel 600khz,1
CE07SHSM-RI003,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),003,Fluorometer three wavelength,FLORT,D,01,WET Labs,ECO Triplet-w,1
CE07SHSM-RI003,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),003,spectral irradiance,SPKIR,B,01,Satlantic,OCR507 ICSW,1
CE07SHSM-RI003,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),003,Attenuation absorption optical,OPTAA,D,01,WET Labs,AC-S,1
CE07SHSM-RI003,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),003,Nutrient nitrate,NUTNR,B,01,Satlantic,ISUS,1
CE07SHSM-SB001,Endurance WA Shelf Surface Mooring,07,SHSM,SB (Surface Buoy),001,Meteorology bulk,METBK,A,01,Star Engineering,ASIMET,1
CE07SHSM-SB001,Endurance WA Shelf Surface Mooring,07,SHSM,SB (Surface Buoy),001,pCO2 air-sea,PCO2A,A,01,Pro-Oceanus,pCO2-pro,1
CE07SHSM-SB001,Endurance WA Shelf Surface Mooring,07,SHSM,SB (Surface Buoy),001,Wave spectra surface,WAVSS,A,01,Axys Technologies,TRIAXYS,1
CE07SHSM-SB001,Endurance WA Shelf Surface Mooring,07,SHSM,SB (Surface Buoy),001,Velocity point,VELPT,A,01,Nortek,Aquadopp 300m,1
CE07SHSP-SP001,Endurance WA Shelf Surface Piercing Profiler Mooring,07,SHSP,SP (Surface-Piercing Profiler),001,Oxygen dissolved stable,DOSTA,J,01,Aanderaa,Optode 4831,1
CE07SHSP-SP001,Endurance WA Shelf Surface Piercing Profiler Mooring,07,SHSP,SP (Surface-Piercing Profiler),001,Fluorometer three wavelength,FLORT,J,01,WET Labs,ECO Triplet-w,1
CE07SHSP-SP001,Endurance WA Shelf Surface Piercing Profiler Mooring,07,SHSP,SP (Surface-Piercing Profiler),001,PAR,PARAD,J,01,WET Labs,ECO PAR,1
CE07SHSP-SP001,Endurance WA Shelf Surface Piercing Profiler Mooring,07,SHSP,SP (Surface-Piercing Profiler),001,spectral irradiance,SPKIR,J,01,Satlantic,OCR507 ICSW,1
CE07SHSP-SP001,Endurance WA Shelf Surface Piercing Profiler Mooring,07,SHSP,SP (Surface-Piercing Profiler),001,Velocity point,VELPT,J,01,Nortek,Aquadopp HR,1
CE07SHSP-SP001,Endurance WA Shelf Surface Piercing Profiler Mooring,07,SHSP,SP (Surface-Piercing Profiler),001,Nutrient nitrate,NUTNR,J,01,Satlantic,SUNA V2,1
CE07SHSP-SP001,Endurance WA Shelf Surface Piercing Profiler Mooring,07,SHSP,SP (Surface-Piercing Profiler),001,Attenuation absorption optical,OPTAA,J,01,WET Labs,AC-S,1
CE07SHSP-SP001,Endurance WA Shelf Surface Piercing Profiler Mooring,07,SHSP,SP (Surface-Piercing Profiler),001,CTD Profiler,CTDPF,J,01,Sea-Bird,FastCAT 49 CTD,1
CE09OSPM-WF001,Endurance WA Offshore Profiler Mooring,09,OSPM,WF (Wire-Following Profiler),001,Oxygen dissolved fastresp,DOFST,K,01,Sea-Bird,SBE 43F,1
CE09OSPM-WF001,Endurance WA Offshore Profiler Mooring,09,OSPM,WF (Wire-Following Profiler),001,Fluorometer three wavelength,FLORT,K,01,WET Labs,ECO Triplet,1
CE09OSPM-WF001,Endurance WA Offshore Profiler Mooring,09,OSPM,WF (Wire-Following Profiler),001,Velocity point 3D turb,VEL3D,K,01,Nortek,Aquadopp II,1
CE09OSPM-WF001,Endurance WA Offshore Profiler Mooring,09,OSPM,WF (Wire-Following Profiler),001,PAR,PARAD,K,01,Biospherical Instruments,QSP-2200,1
CE09OSPM-WF001,Endurance WA Offshore Profiler Mooring,09,OSPM,WF (Wire-Following Profiler),001,CTD Profiler,CTDPF,K,01,Sea-Bird,SBE 52MP,1
CE09OSSM-MF004,Endurance WA Offshore Surface Mooring,09,OSSM,MF (Multi-Function Node),004,Oxygen dissolved stable,DOSTA,D,01,Aanderaa,Optode 4831,1
CE09OSSM-MF004,Endurance WA Offshore Surface Mooring,09,OSSM,MF (Multi-Function Node),004,pCO2 water,PCO2W,B,01,Sunburst,SAMI-pCO2,1
CE09OSSM-MF004,Endurance WA Offshore Surface Mooring,09,OSSM,MF (Multi-Function Node),004,Attenuation absorption optical,OPTAA,C,01,WET Labs,AC-S Deep,1
CE09OSSM-MF004,Endurance WA Offshore Surface Mooring,09,OSSM,MF (Multi-Function Node),004,pH stable,PHSEN,D,01,Sunburst,SAMI-pH,1
CE09OSSM-MF004,Endurance WA Offshore Surface Mooring,09,OSSM,MF (Multi-Function Node),004,Velocity profile Long Range,ADCPS,J,01,Teledyne RDI,WorkHorse LongRanger Sentinel 75khz,1
CE09OSSM-MF005,Endurance WA Offshore Surface Mooring,09,OSSM,MF (Multi-Function Node),005,Camera digital still strobe,CAMDS,A,01,Kongsberg,Modified OE14-408,1
CE09OSSM-MF005,Endurance WA Offshore Surface Mooring,09,OSSM,MF (Multi-Function Node),005,CTD Bottom Pumped,CTDBP,E,01,Sea-Bird,SBE 16plusV2,1
CE09OSSM-MF005,Endurance WA Offshore Surface Mooring,09,OSSM,MF (Multi-Function Node),005,Pressure SF,PRESF,C,01,Sea-Bird,SBE 26plus,1
CE09OSSM-MF005,Endurance WA Offshore Surface Mooring,09,OSSM,MF (Multi-Function Node),005,Plankton ZP sonar coastal,ZPLSC,C,01,,,1
CE09OSSM-MF005,Endurance WA Offshore Surface Mooring,09,OSSM,MF (Multi-Function Node),005,Velocity point 3D turb,VEL3D,D,01,Nortek,VECTOR,1
CE09OSSM-RI002,Endurance WA Offshore Surface Mooring,09,OSSM,RI (Mooring Riser),002,CTD Bottom Pumped,CTDBP,C,01,Sea-Bird,SBE 16plusV2,1
CE09OSSM-RI002,Endurance WA Offshore Surface Mooring,09,OSSM,RI (Mooring Riser),002,Oxygen dissolved stable,DOSTA,D,01,Aanderaa,Optode 4831,1
CE09OSSM-RI002,Endurance WA Offshore Surface Mooring,09,OSSM,RI (Mooring Riser),002,Velocity point,VELPT,A,01,Nortek,Aquadopp 300m,1
CE09OSSM-RI002,Endurance WA Offshore Surface Mooring,09,OSSM,RI (Mooring Riser),002,pH stable,PHSEN,D,01,Sunburst,SAMI-pH,1
CE09OSSM-RI003,Endurance WA Offshore Surface Mooring,09,OSSM,RI (Mooring Riser),003,Fluorometer three wavelength,FLORT,D,01,WET Labs,ECO Triplet-w,1
CE09OSSM-RI003,Endurance WA Offshore Surface Mooring,09,OSSM,RI (Mooring Riser),003,spectral irradiance,SPKIR,B,01,Satlantic,OCR507 ICSW,1
CE09OSSM-RI003,Endurance WA Offshore Surface Mooring,09,OSSM,RI (Mooring Riser),003,Attenuation absorption optical,OPTAA,D,01,WET Labs,AC-S,1
CE09OSSM-RI003,Endurance WA Offshore Surface Mooring,09,OSSM,RI (Mooring Riser),003,Velocity profile Short Range,ADCPT,C,01,Teledyne RDI,WorkHorse Sentinel 300khz,1
CE09OSSM-RI003,Endurance WA Offshore Surface Mooring,09,OSSM,RI (Mooring Riser),003,Nutrient nitrate,NUTNR,B,01,Satlantic,ISUS,1
CE09OSSM-SB001,Endurance WA Offshore Surface Mooring,09,OSSM,SB (Surface Buoy),001,Meteorology bulk,METBK,A,01,Star Engineering,ASIMET,1
CE09OSSM-SB001,Endurance WA Offshore Surface Mooring,09,OSSM,SB (Surface Buoy),001,pCO2 air-sea,PCO2A,A,01,Pro-Oceanus,pCO2-pro,1
CE09OSSM-SB001,Endurance WA Offshore Surface Mooring,09,OSSM,SB (Surface Buoy),001,Wave spectra surface,WAVSS,A,01,Axys Technologies,TRIAXYS,1
CE09OSSM-SB001,Endurance WA Offshore Surface Mooring,09,OSSM,SB (Surface Buoy),001,Velocity point,VELPT,A,01,Nortek,Aquadopp 300m,1
CP01CNSM-MF004,Pioneer Central Surface Mooring,01,CNSM,MF (Multi-Function Node),004,Velocity profile Short Range,ADCPT,F,01,Teledyne RDI,WorkHorse Sentinel150khz,1
CP01CNSM-MF004,Pioneer Central Surface Mooring,01,CNSM,MF (Multi-Function Node),004,Oxygen dissolved stable,DOSTA,D,01,Aanderaa,Optode 4831,1
CP01CNSM-MF004,Pioneer Central Surface Mooring,01,CNSM,MF (Multi-Function Node),004,Velocity point,VELPT,A,01,Nortek,Aquadopp 300m,1
CP01CNSM-MF004,Pioneer Central Surface Mooring,01,CNSM,MF (Multi-Function Node),004,Attenuation absorption optical,OPTAA,D,01,WET Labs,AC-S,1
CP01CNSM-MF004,Pioneer Central Surface Mooring,01,CNSM,MF (Multi-Function Node),004,pH stable,PHSEN,D,01,Sunburst,SAMI-pH,1
CP01CNSM-MF005,Pioneer Central Surface Mooring,01,CNSM,MF (Multi-Function Node),005,CTD Bottom Pumped,CTDBP,D,01,Sea-Bird,SBE 16plusV2,1
CP01CNSM-MF005,Pioneer Central Surface Mooring,01,CNSM,MF (Multi-Function Node),005,pCO2 water,PCO2W,B,01,Sunburst,SAMI-pCO2,1
CP01CNSM-MF005,Pioneer Central Surface Mooring,01,CNSM,MF (Multi-Function Node),005,Pressure SF,PRESF,B,01,Sea-Bird,SBE 26plus,1
CP01CNSM-MF005,Pioneer Central Surface Mooring,01,CNSM,MF (Multi-Function Node),005,Plankton ZP sonar coastal,ZPLSC,C,01,,,1
CP01CNSM-RI002,Pioneer Central Surface Mooring,01,CNSM,RI (Mooring Riser),002,CTD Bottom Pumped,CTDBP,C,01,Sea-Bird,SBE 16plusV2,1
CP01CNSM-RI002,Pioneer Central Surface Mooring,01,CNSM,RI (Mooring Riser),002,Velocity point,VELPT,A,01,Nortek,Aquadopp 300m,1
CP01CNSM-RI002,Pioneer Central Surface Mooring,01,CNSM,RI (Mooring Riser),002,Attenuation absorption optical,OPTAA,D,01,WET Labs,AC-S,1
CP01CNSM-RI003,Pioneer Central Surface Mooring,01,CNSM,RI (Mooring Riser),003,Oxygen dissolved stable,DOSTA,D,01,Aanderaa,Optode 4831,1
CP01CNSM-RI003,Pioneer Central Surface Mooring,01,CNSM,RI (Mooring Riser),003,Fluorometer three wavelength,FLORT,D,01,WET Labs,ECO Triplet-w,1
CP01CNSM-RI003,Pioneer Central Surface Mooring,01,CNSM,RI (Mooring Riser),003,spectral irradiance,SPKIR,B,01,Satlantic,OCR507 ICSW,1
CP01CNSM-RI003,Pioneer Central Surface Mooring,01,CNSM,RI (Mooring Riser),003,pH stable,PHSEN,D,01,Sunburst,SAMI-pH,1
CP01CNSM-RI003,Pioneer Central Surface Mooring,01,CNSM,RI (Mooring Riser),003,Nutrient nitrate,NUTNR,B,01,Satlantic,ISUS,1
CP01CNSM-SB001,Pioneer Central Surface Mooring,01,CNSM,SB (Surface Buoy),001,Flux direct covariance,FDCHP,A,01,WHOI,DCFS,1
CP01CNSM-SB001,Pioneer Central Surface Mooring,01,CNSM,SB (Surface Buoy),001,Meteorology bulk,METBK,A,01,Star Engineering,ASIMET,2
CP01CNSM-SB001,Pioneer Central Surface Mooring,01,CNSM,SB (Surface Buoy),001,pCO2 air-sea,PCO2A,A,01,Pro-Oceanus,pCO2-pro,1
CP01CNSM-SB001,Pioneer Central Surface Mooring,01,CNSM,SB (Surface Buoy),001,Wave spectra surface,WAVSS,A,01,Axys Technologies,TRIAXYS,1
CP01CNSP-SP001,Pioneer Central Surface-Piercing Profiler Mooring,01,CNSP,SP (Surface-Piercing Profiler),001,Oxygen dissolved stable,DOSTA,J,01,Aanderaa,Optode 4831,1
CP01CNSP-SP001,Pioneer Central Surface-Piercing Profiler Mooring,01,CNSP,SP (Surface-Piercing Profiler),001,Fluorometer three wavelength,FLORT,J,01,WET Labs,ECO Triplet-w,1
CP01CNSP-SP001,Pioneer Central Surface-Piercing Profiler Mooring,01,CNSP,SP (Surface-Piercing Profiler),001,PAR,PARAD,J,01,WET Labs,ECO PAR,1
CP01CNSP-SP001,Pioneer Central Surface-Piercing Profiler Mooring,01,CNSP,SP (Surface-Piercing Profiler),001,spectral irradiance,SPKIR,J,01,Satlantic,OCR507 ICSW,1
CP01CNSP-SP001,Pioneer Central Surface-Piercing Profiler Mooring,01,CNSP,SP (Surface-Piercing Profiler),001,Velocity point,VELPT,J,01,Nortek,Aquadopp HR,1
CP01CNSP-SP001,Pioneer Central Surface-Piercing Profiler Mooring,01,CNSP,SP (Surface-Piercing Profiler),001,Nutrient nitrate,NUTNR,J,01,Satlantic,SUNA V2,1
CP01CNSP-SP001,Pioneer Central Surface-Piercing Profiler Mooring,01,CNSP,SP (Surface-Piercing Profiler),001,Attenuation absorption optical,OPTAA,J,01,WET Labs,AC-S,1
CP01CNSP-SP001,Pioneer Central Surface-Piercing Profiler Mooring,01,CNSP,SP (Surface-Piercing Profiler),001,CTD Profiler,CTDPF,J,01,Sea-Bird,FastCAT 49 CTD,1
CP02PMCI-RI001,Pioneer Central Inshore Profiler Mooring,02,PMCI,RI (Mooring Riser),001,Velocity profile Short Range,ADCPT,G,01,Teledyne RDI,WorkHorse Sentinel150khz,1
CP02PMCI-WF001,Pioneer Central Inshore Profiler Mooring,02,PMCI,WF (Wire-Following Profiler),001,Oxygen dissolved fastresp,DOFST,K,01,Sea-Bird,SBE 43F,1
CP02PMCI-WF001,Pioneer Central Inshore Profiler Mooring,02,PMCI,WF (Wire-Following Profiler),001,Fluorometer three wavelength,FLORT,K,01,WET Labs,ECO Triplet,1
CP02PMCI-WF001,Pioneer Central Inshore Profiler Mooring,02,PMCI,WF (Wire-Following Profiler),001,Velocity point 3D turb,VEL3D,K,01,Nortek,Aquadopp II,1
CP02PMCI-WF001,Pioneer Central Inshore Profiler Mooring,02,PMCI,WF (Wire-Following Profiler),001,PAR,PARAD,K,01,Biospherical Instruments,QSP-2200,1
CP02PMCI-WF001,Pioneer Central Inshore Profiler Mooring,02,PMCI,WF (Wire-Following Profiler),001,CTD Profiler,CTDPF,K,01,Sea-Bird,SBE 52MP,1
CP02PMCO-RI001,Pioneer Central Offshore Profiler Mooring,02,PMCO,RI (Mooring Riser),001,Velocity profile Short Range,ADCPT,G,01,Teledyne RDI,WorkHorse Sentinel150khz,1
CP02PMCO-WF001,Pioneer Central Offshore Profiler Mooring,02,PMCO,WF (Wire-Following Profiler),001,Oxygen dissolved fastresp,DOFST,K,01,Sea-Bird,SBE 43F,1
CP02PMCO-WF001,Pioneer Central Offshore Profiler Mooring,02,PMCO,WF (Wire-Following Profiler),001,Fluorometer three wavelength,FLORT,K,01,WET Labs,ECO Triplet,1
CP02PMCO-WF001,Pioneer Central Offshore Profiler Mooring,02,PMCO,WF (Wire-Following Profiler),001,Velocity point 3D turb,VEL3D,K,01,Nortek,Aquadopp II,1
CP02PMCO-WF001,Pioneer Central Offshore Profiler Mooring,02,PMCO,WF (Wire-Following Profiler),001,PAR,PARAD,K,01,Biospherical Instruments,QSP-2200,1
CP02PMCO-WF001,Pioneer Central Offshore Profiler Mooring,02,PMCO,WF (Wire-Following Profiler),001,CTD Profiler,CTDPF,K,01,Sea-Bird,SBE 52MP,1
CP02PMUI-RI001,Pioneer Upstream Inshore Profiler Mooring,02,PMUI,RI (Mooring Riser),001,Velocity profile Short Range,ADCPT,G,01,Teledyne RDI,WorkHorse Sentinel150khz,1
CP02PMUI-WF001,Pioneer Upstream Inshore Profiler Mooring,02,PMUI,WF (Wire-Following Profiler),001,Oxygen dissolved fastresp,DOFST,K,01,Sea-Bird,SBE 43F,1
CP02PMUI-WF001,Pioneer Upstream Inshore Profiler Mooring,02,PMUI,WF (Wire-Following Profiler),001,Fluorometer three wavelength,FLORT,K,01,WET Labs,ECO Triplet,1
CP02PMUI-WF001,Pioneer Upstream Inshore Profiler Mooring,02,PMUI,WF (Wire-Following Profiler),001,Velocity point 3D turb,VEL3D,K,01,Nortek,Aquadopp II,1
CP02PMUI-WF001,Pioneer Upstream Inshore Profiler Mooring,02,PMUI,WF (Wire-Following Profiler),001,PAR,PARAD,K,01,Biospherical Instruments,QSP-2200,1
CP02PMUI-WF001,Pioneer Upstream Inshore Profiler Mooring,02,PMUI,WF (Wire-Following Profiler),001,CTD Profiler,CTDPF,K,01,Sea-Bird,SBE 52MP,1
CP02PMUO-RI001,Pioneer Upstream Offshore Profiler Mooring,02,PMUO,RI (Mooring Riser),001,Velocity profile Long Range,ADCPS,L,01,Teledyne RDI,WorkHorse LongRanger Sentinel 75khz,1
CP02PMUO-WF001,Pioneer Upstream Offshore Profiler Mooring,02,PMUO,WF (Wire-Following Profiler),001,Oxygen dissolved fastresp,DOFST,K,01,Sea-Bird,SBE 43F,1
CP02PMUO-WF001,Pioneer Upstream Offshore Profiler Mooring,02,PMUO,WF (Wire-Following Profiler),001,Fluorometer three wavelength,FLORT,K,01,WET Labs,ECO Triplet,1
CP02PMUO-WF001,Pioneer Upstream Offshore Profiler Mooring,02,PMUO,WF (Wire-Following Profiler),001,Velocity point 3D turb,VEL3D,K,01,Nortek,Aquadopp II,1
CP02PMUO-WF001,Pioneer Upstream Offshore Profiler Mooring,02,PMUO,WF (Wire-Following Profiler),001,PAR,PARAD,K,01,Biospherical Instruments,QSP-2200,1
CP02PMUO-WF001,Pioneer Upstream Offshore Profiler Mooring,02,PMUO,WF (Wire-Following Profiler),001,CTD Profiler,CTDPF,K,01,Sea-Bird,SBE 52MP,1
CP03ISSM-MF004,Pioneer Inshore Surface Mooring,03,ISSM,MF (Multi-Function Node),004,CTD Bottom Pumped,CTDBP,D,01,Sea-Bird,SBE 16plusV2,1
CP03ISSM-MF004,Pioneer Inshore Surface Mooring,03,ISSM,MF (Multi-Function Node),004,Oxygen dissolved stable,DOSTA,D,01,Aanderaa,Optode 4831,1
CP03ISSM-MF004,Pioneer Inshore Surface Mooring,03,ISSM,MF (Multi-Function Node),004,pH stable,PHSEN,D,01,Sunburst,SAMI-pH,1
CP03ISSM-MF004,Pioneer Inshore Surface Mooring,03,ISSM,MF (Multi-Function Node),004,Velocity point,VELPT,A,01,Nortek,Aquadopp 300m,1
CP03ISSM-MF005,Pioneer Inshore Surface Mooring,03,ISSM,MF (Multi-Function Node),005,Velocity profile Short Range,ADCPT,F,01,Teledyne RDI,WorkHorse Sentinel150khz,1
CP03ISSM-MF005,Pioneer Inshore Surface Mooring,03,ISSM,MF (Multi-Function Node),005,pCO2 water,PCO2W,B,01,Sunburst,SAMI-pCO2,1
CP03ISSM-MF005,Pioneer Inshore Surface Mooring,03,ISSM,MF (Multi-Function Node),005,Pressure SF,PRESF,B,01,Sea-Bird,SBE 26plus,1
CP03ISSM-MF005,Pioneer Inshore Surface Mooring,03,ISSM,MF (Multi-Function Node),005,Plankton ZP sonar coastal,ZPLSC,C,01,,,1
CP03ISSM-MF005,Pioneer Inshore Surface Mooring,03,ISSM,MF (Multi-Function Node),005,Attenuation absorption optical,OPTAA,D,01,WET Labs,AC-S,1
CP03ISSM-RI002,Pioneer Inshore Surface Mooring,03,ISSM,RI (Mooring Riser),002,Oxygen dissolved stable,DOSTA,D,01,Aanderaa,Optode 4831,1
CP03ISSM-RI002,Pioneer Inshore Surface Mooring,03,ISSM,RI (Mooring Riser),002,spectral irradiance,SPKIR,B,01,Satlantic,OCR507 ICSW,1
CP03ISSM-RI002,Pioneer Inshore Surface Mooring,03,ISSM,RI (Mooring Riser),002,pH stable,PHSEN,D,01,Sunburst,SAMI-pH,1
CP03ISSM-RI002,Pioneer Inshore Surface Mooring,03,ISSM,RI (Mooring Riser),002,Attenuation absorption optical,OPTAA,D,01,WET Labs,AC-S,1
CP03ISSM-RI003,Pioneer Inshore Surface Mooring,03,ISSM,RI (Mooring Riser),003,CTD Bottom Pumped,CTDBP,C,01,Sea-Bird,SBE 16plusV2,1
CP03ISSM-RI003,Pioneer Inshore Surface Mooring,03,ISSM,RI (Mooring Riser),003,Fluorometer three wavelength,FLORT,D,01,WET Labs,ECO Triplet-w,1
