Textbox8,tbToday,Textbox2
CP03ISSM-RI003,Pioneer Inshore Surface Mooring,03,ISSM,RI (Mooring Riser),003,Velocity point,VELPT,A,01,Nortek,Aquadopp 300m,1
CP03ISSM-RI003,Pioneer Inshore Surface Mooring,03,ISSM,RI (Mooring Riser),003,Nutrient nitrate,NUTNR,B,01,Satlantic,ISUS,1
CP03ISSM-SB001,Pioneer Inshore Surface Mooring,03,ISSM,SB (Surface Buoy),001,Meteorology bulk,METBK,A,01,Star Engineering,ASIMET,1
CP03ISSM-SB001,Pioneer Inshore Surface Mooring,03,ISSM,SB (Surface Buoy),001,pCO2 air-sea,PCO2A,A,01,Pro-Oceanus,pCO2-pro,1
CP03ISSP-SP001,Pioneer Inshore Surface-Piercing Profiler Mooring,03,ISSP,SP (Surface-Piercing Profiler),001,Oxygen dissolved stable,DOSTA,J,01,Aanderaa,Optode 4831,1
CP03ISSP-SP001,Pioneer Inshore Surface-Piercing Profiler Mooring,03,ISSP,SP (Surface-Piercing Profiler),001,Fluorometer three wavelength,FLORT,J,01,WET Labs,ECO Triplet-w,1
CP03ISSP-SP001,Pioneer Inshore Surface-Piercing Profiler Mooring,03,ISSP,SP (Surface-Piercing Profiler),001,PAR,PARAD,J,01,WET Labs,ECO PAR,1
CP03ISSP-SP001,Pioneer Inshore Surface-Piercing Profiler Mooring,03,ISSP,SP (Surface-Piercing Profiler),001,spectral irradiance,SPKIR,J,01,Satlantic,OCR507 ICSW,1
CP03ISSP-SP001,Pioneer Inshore Surface-Piercing Profiler Mooring,03,ISSP,SP (Surface-Piercing Profiler),001,Velocity point,VELPT,J,01,Nortek,Aquadopp HR,1
CP03ISSP-SP001,Pioneer Inshore Surface-Piercing Profiler Mooring,03,ISSP,SP (Surface-Piercing Profiler),001,Nutrient nitrate,NUTNR,J,01,Satlantic,SUNA V2,1
CP03ISSP-SP001,Pioneer Inshore Surface-Piercing Profiler Mooring,03,ISSP,SP (Surface-Piercing Profiler),001,Attenuation absorption optical,OPTAA,J,01,WET Labs,AC-S,1
CP03ISSP-SP001,Pioneer Inshore Surface-Piercing Profiler Mooring,03,ISSP,SP (Surface-Piercing Profiler),001,CTD Profiler,CTDPF,J,01,Sea-Bird,FastCAT 49 CTD,1
CP04OSPM-WF001,Pioneer Offshore Profiler Mooring,04,OSPM,WF (Wire-Following Profiler),001,Oxygen dissolved fastresp,DOFST,K,01,Sea-Bird,SBE 43F,1
CP04OSPM-WF001,Pioneer Offshore Profiler Mooring,04,OSPM,WF (Wire-Following Profiler),001,Fluorometer three wavelength,FLORT,K,01,WET Labs,ECO Triplet,1
CP04OSPM-WF001,Pioneer Offshore Profiler Mooring,04,OSPM,WF (Wire-Following Profiler),001,Velocity point 3D turb,VEL3D,K,01,Nortek,Aquadopp II,1
CP04OSPM-WF001,Pioneer Offshore Profiler Mooring,04,OSPM,WF (Wire-Following Profiler),001,PAR,PARAD,K,01,Biospherical Instruments,QSP-2200,1
CP04OSPM-WF001,Pioneer Offshore Profiler Mooring,04,OSPM,WF (Wire-Following Profiler),001,CTD Profiler,CTDPF,K,01,Sea-Bird,SBE 52MP,1
CP04OSSM-MF004,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),004,CTD Bottom Pumped,CTDBP,E,01,Sea-Bird,SBE 16plusV2,1
CP04OSSM-MF004,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),004,Oxygen dissolved stable,DOSTA,D,01,Aanderaa,Optode 4831,1
CP04OSSM-MF004,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),004,Velocity point,VELPT,B,01,Nortek,Aquadopp 3000m,1
CP04OSSM-MF004,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),004,pH stable,PHSEN,D,01,Sunburst,SAMI-pH,1
CP04OSSM-MF005,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),005,pCO2 water,PCO2W,B,01,Sunburst,SAMI-pCO2,1
CP04OSSM-MF005,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),005,Pressure SF,PRESF,C,01,Sea-Bird,SBE 26plus,1
CP04OSSM-MF005,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),005,Plankton ZP sonar coastal,ZPLSC,C,01,,,1
CP04OSSM-MF005,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),005,Attenuation absorption optical,OPTAA,D,01,WET Labs,AC-S,1
CP04OSSM-MF005,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),005,Velocity profile Long Range,ADCPS,J,01,Teledyne RDI,WorkHorse LongRanger Sentinel 75khz,1
CP04OSSM-RI002,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),002,Oxygen dissolved stable,DOSTA,D,01,Aanderaa,Optode 4831,1
CP04OSSM-RI002,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),002,spectral irradiance,SPKIR,B,01,Satlantic,OCR507 ICSW,1
CP04OSSM-RI002,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),002,Attenuation absorption optical,OPTAA,D,01,WET Labs,AC-S,1
CP04OSSM-RI002,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),002,pH stable,PHSEN,D,01,Sunburst,SAMI-pH,1
CP04OSSM-RI003,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),003,CTD Bottom Pumped,CTDBP,C,01,Sea-Bird,SBE 16plusV2,1
CP04OSSM-RI003,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),003,Fluorometer three wavelength,FLORT,D,01,WET Labs,ECO Triplet-w,1
CP04OSSM-RI003,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),003,Velocity point,VELPT,A,01,Nortek,Aquadopp 300m,1
CP04OSSM-RI003,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),003,Nutrient nitrate,NUTNR,B,01,Satlantic,ISUS,1
CP04OSSM-SB001,Pioneer Offshore Surface Mooring,04,OSSM,SB (Surface Buoy),001,Meteorology bulk,METBK,A,01,Star Engineering,ASIMET,1
CP04OSSM-SB001,Pioneer Offshore Surface Mooring,04,OSSM,SB (Surface Buoy),001,pCO2 air-sea,PCO2A,A,01,Pro-Oceanus,pCO2-pro,1
CP05MOAS-AV001,Pioneer Mobile Assets,05,MOAS,AV (AUV),001,Velocity profile Mobile Asset,ADCPA,N,01,Teledyne RDI,Workhorse Navigator 600 kHz dual,1
CP05MOAS-AV001,Pioneer Mobile Assets,05,MOAS,AV (AUV),001,CTD AUV,CTDAV,N,01,Sea-Bird,SBE Glider Payload CTD (GP-CTD),1
CP05MOAS-AV001,Pioneer Mobile Assets,05,MOAS,AV (AUV),001,Fluorometer three wavelength,FLORT,N,01,WET Labs,ECO Triplet,1
CP05MOAS-AV001,Pioneer Mobile Assets,05,MOAS,AV (AUV),001,Nutrient nitrate,NUTNR,N,01,Satlantic,Deep SUNA,1
CP05MOAS-AV001,Pioneer Mobile Assets,05,MOAS,AV (AUV),001,PAR,PARAD,N,01,Biospherical Instruments,QSP-2150,1
CP05MOAS-AV001,Pioneer Mobile Assets,05,MOAS,AV (AUV),001,Oxygen dissolved stable,DOSTA,N,01,Aanderaa,Optode 4330,1
CP05MOAS-AV002,Pioneer Mobile Assets,05,MOAS,AV (AUV),002,Velocity profile Mobile Asset,ADCPA,N,01,Teledyne RDI,Workhorse Navigator 600 kHz dual,1
CP05MOAS-AV002,Pioneer Mobile Assets,05,MOAS,AV (AUV),002,CTD AUV,CTDAV,N,01,Sea-Bird,SBE Glider Payload CTD (GP-CTD),1
CP05MOAS-AV002,Pioneer Mobile Assets,05,MOAS,AV (AUV),002,Fluorometer three wavelength,FLORT,N,01,WET Labs,ECO Triplet,1
CP05MOAS-AV002,Pioneer Mobile Assets,05,MOAS,AV (AUV),002,Nutrient nitrate,NUTNR,N,01,Satlantic,Deep SUNA,1
CP05MOAS-AV002,Pioneer Mobile Assets,05,MOAS,AV (AUV),002,PAR,PARAD,N,01,Biospherical Instruments,QSP-2150,1
CP05MOAS-AV002,Pioneer Mobile Assets,05,MOAS,AV (AUV),002,Oxygen dissolved stable,DOSTA,N,01,Aanderaa,Optode 4330,1
CP05MOAS-GL001,Pioneer Mobile Assets,05,MOAS,GL (Gliders),001,Velocity profile Mobile Asset,ADCPA,M,01,Teledyne RDI,Explorer DVL 600 kHz,1
CP05MOAS-GL001,Pioneer Mobile Assets,05,MOAS,GL (Gliders),001,CTD Glider,CTDGV,M,01,Sea-Bird,SBE Glider Payload CTD (GP-CTD),1
CP05MOAS-GL001,Pioneer Mobile Assets,05,MOAS,GL (Gliders),001,Oxygen dissolved stable,DOSTA,M,01,Aanderaa,Optode 4831,1
CP05MOAS-GL001,Pioneer Mobile Assets,05,MOAS,GL (Gliders),001,Fluorometer three wavelength,FLORT,M,01,WET Labs,ECO Puck FLBBCD-SLK,1
CP05MOAS-GL001,Pioneer Mobile Assets,05,MOAS,GL (Gliders),001,PAR,PARAD,M,01,Biospherical Instruments,QSP-2155,1
CP05MOAS-GL002,Pioneer Mobile Assets,05,MOAS,GL (Gliders),002,Velocity profile Mobile Asset,ADCPA,M,01,Teledyne RDI,Explorer DVL 600 kHz,1
CP05MOAS-GL002,Pioneer Mobile Assets,05,MOAS,GL (Gliders),002,CTD Glider,CTDGV,M,01,Sea-Bird,SBE Glider Payload CTD (GP-CTD),1
CP05MOAS-GL002,Pioneer Mobile Assets,05,MOAS,GL (Gliders),002,Oxygen dissolved stable,DOSTA,M,01,Aanderaa,Optode 4831,1
CP05MOAS-GL002,Pioneer Mobile Assets,05,MOAS,GL (Gliders),002,Fluorometer three wavelength,FLORT,M,01,WET Labs,ECO Puck FLBBCD-SLK,1
CP05MOAS-GL002,Pioneer Mobile Assets,05,MOAS,GL (Gliders),002,PAR,PARAD,M,01,Biospherical Instruments,QSP-2155,1
CP05MOAS-GL003,Pioneer Mobile Assets,05,MOAS,GL (Gliders),003,Velocity profile Mobile Asset,ADCPA,M,01,Teledyne RDI,Explorer DVL 600 kHz,1
CP05MOAS-GL003,Pioneer Mobile Assets,05,MOAS,GL (Gliders),003,CTD Glider,CTDGV,M,01,Sea-Bird,SBE Glider Payload CTD (GP-CTD),1
CP05MOAS-GL003,Pioneer Mobile Assets,05,MOAS,GL (Gliders),003,Oxygen dissolved stable,DOSTA,M,01,Aanderaa,Optode 4831,1
CP05MOAS-GL003,Pioneer Mobile Assets,05,MOAS,GL (Gliders),003,Fluorometer three wavelength,FLORT,M,01,WET Labs,ECO Puck FLBBCD-SLK,1
CP05MOAS-GL003,Pioneer Mobile Assets,05,MOAS,GL (Gliders),003,PAR,PARAD,M,01,Biospherical Instruments,QSP-2155,1
CP05MOAS-GL004,Pioneer Mobile Assets,05,MOAS,GL (Gliders),004,Velocity profile Mobile Asset,ADCPA,M,01,Teledyne RDI,Explorer DVL 600 kHz,1
CP05MOAS-GL004,Pioneer Mobile Assets,05,MOAS,GL (Gliders),004,CTD Glider,CTDGV,M,01,Sea-Bird,SBE Glider Payload CTD (GP-CTD),1
CP05MOAS-GL004,Pioneer Mobile Assets,05,MOAS,GL (Gliders),004,Oxygen dissolved stable,DOSTA,M,01,Aanderaa,Optode 4831,1
CP05MOAS-GL004,Pioneer Mobile Assets,05,MOAS,GL (Gliders),004,Fluorometer three wavelength,FLORT,M,01,WET Labs,ECO Puck FLBBCD-SLK,1
CP05MOAS-GL004,Pioneer Mobile Assets,05,MOAS,GL (Gliders),004,PAR,PARAD,M,01,Biospherical Instruments,QSP-2155,1
CP05MOAS-GL005,Pioneer Mobile Assets,05,MOAS,GL (Gliders),005,Velocity profile Mobile Asset,ADCPA,M,01,Teledyne RDI,Explorer DVL 600 kHz,1
CP05MOAS-GL005,Pioneer Mobile Assets,05,MOAS,GL (Gliders),005,CTD Glider,CTDGV,M,01,Sea-Bird,SBE Glider Payload CTD (GP-CTD),1
CP05MOAS-GL005,Pioneer Mobile Assets,05,MOAS,GL (Gliders),005,Oxygen dissolved stable,DOSTA,M,01,Aanderaa,Optode 4831,1
CP05MOAS-GL005,Pioneer Mobile Assets,05,MOAS,GL (Gliders),005,Fluorometer three wavelength,FLORT,M,01,WET Labs,ECO Puck FLBBCD-SLK,1
CP05MOAS-GL005,Pioneer Mobile Assets,05,MOAS,GL (Gliders),005,PAR,PARAD,M,01,Biospherical Instruments,QSP-2155,1
CP05MOAS-GL006,Pioneer Mobile Assets,05,MOAS,GL (Gliders),006,Velocity profile Mobile Asset,ADCPA,M,01,Teledyne RDI,Explorer DVL 600 kHz,1
CP05MOAS-GL006,Pioneer Mobile Assets,05,MOAS,GL (Gliders),006,CTD Glider,CTDGV,M,01,Sea-Bird,SBE Glider Payload CTD (GP-CTD),1
CP05MOAS-GL006,Pioneer Mobile Assets,05,MOAS,GL (Gliders),006,Oxygen dissolved stable,DOSTA,M,01,Aanderaa,Optode 4831,1
CP05MOAS-GL006,Pioneer Mobile Assets,05,MOAS,GL (Gliders),006,Fluorometer three wavelength,FLORT,M,01,WET Labs,ECO Puck FLBBCD-SLK,1
CP05MOAS-GL006,Pioneer Mobile Assets,05,MOAS,GL (Gliders),006,PAR,PARAD,M,01,Biospherical Instruments,QSP-2155,1
GA01SUMO-RI002,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),002,CTD Bottom Pumped,CTDBP,F,01,Sea-Bird,SBE 16plusV2,1
GA01SUMO-RI002,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),002,Fluorometer three wavelength,FLORT,D,01,WET Labs,ECO Triplet-w,1
GA01SUMO-RI002,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),002,Velocity point,VELPT,A,01,Nortek,Aquadopp 300m,1
GA01SUMO-RI002,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),002,Velocity profile Long Range,ADCPS,N,01,Teledyne RDI,WorkHorse LongRanger Sentinel 75khz,1
GA01SUMO-RI003,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),003,CTD Mooring,CTDMO,Q,01,Sea-Bird,SBE 37IM,10
GA01SUMO-RI003,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),003,pH stable,PHSEN,E,01,Sunburst,SAMI-pH,2
GA01SUMO-SB001,Argentine Basin Surface Mooring,01,SUMO,SB (Surface Buoy),001,Meteorology bulk,METBK,A,01,Star Engineering,ASIMET,2
GA01SUMO-SB001,Argentine Basin Surface Mooring,01,SUMO,SB (Surface Buoy),001,pCO2 air-sea,PCO2A,A,01,Pro-Oceanus,pCO2-pro,1
GA01SUMO-SB001,Argentine Basin Surface Mooring,01,SUMO,SB (Surface Buoy),001,Wave spectra surface,WAVSS,A,01,Axys Technologies,TRIAXYS,1
GA02HYPM-MP003,Argentine Basin Hybrid Profiler,02,HYPM,MP (Mid-Water Platform),003,Plankton ZP sonar global,ZPLSG,A,01,,,1
GA02HYPM-WF002,Argentine Basin Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,Fluorometer two wavelength,FLORD,L,01,WET Labs,FLBBRTD,1
GA02HYPM-WF002,Argentine Basin Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,Velocity point 3D turb,VEL3D,L,01,Falmouth Scientific,ACM-Plus,1
GA02HYPM-WF002,Argentine Basin Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,CTD Profiler,CTDPF,L,01,Sea-Bird,SBE 52MP,1
GA02HYPM-WF002,Argentine Basin Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,Oxygen dissolved stable,DOSTA,L,01,Aanderaa,Optode 4330,1
GA02HYPM-WF004,Argentine Basin Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),004,Fluorometer two wavelength,FLORD,L,01,WET Labs,FLBBRTD,1
GA02HYPM-WF004,Argentine Basin Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),004,Velocity point 3D turb,VEL3D,L,01,Falmouth Scientific,ACM-Plus,1
GA02HYPM-WF004,Argentine Basin Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),004,CTD Profiler,CTDPF,L,01,Sea-Bird,SBE 52MP,1
GA02HYPM-WF004,Argentine Basin Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),004,Oxygen dissolved stable,DOSTA,L,01,Aanderaa,Optode 4330,1
GA03FLMA-RI001,Argentine Basin Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,Oxygen dissolved stable,DOSTA,D,01,Aanderaa,Optode 4831,1
GA03FLMA-RI001,Argentine Basin Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,Fluorometer three wavelength,FLORT,D,01,WET Labs,ECO Triplet-w,1
GA03FLMA-RI001,Argentine Basin Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,CTD Mooring,CTDMO,G,01,Sea-Bird,SBE 37IM,12
GA03FLMA-RI001,Argentine Basin Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,pH stable,PHSEN,F,01,Sunburst,SAMI-pH,1
GA03FLMA-RI001,Argentine Basin Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,Velocity profile Long Range,ADCPS,L,01,Teledyne RDI,WorkHorse LongRanger Sentinel 75khz,1
GA03FLMB-RI001,Argentine Basin Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,Oxygen dissolved stable,DOSTA,D,01,Aanderaa,Optode 4831,1
GA03FLMB-RI001,Argentine Basin Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,Fluorometer three wavelength,FLORT,D,01,WET Labs,ECO Triplet-w,1
GA03FLMB-RI001,Argentine Basin Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,CTD Mooring,CTDMO,G,01,Sea-Bird,SBE 37IM,12
GA03FLMB-RI001,Argentine Basin Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,pH stable,PHSEN,F,01,Sunburst,SAMI-pH,1
GA03FLMB-RI001,Argentine Basin Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,Velocity profile Long Range,ADCPS,L,01,Teledyne RDI,WorkHorse LongRanger Sentinel 75khz,1
GA05MOAS-GL001,Argentine Basin Mobile Assets,05,MOAS,GL (Gliders),001,CTD Glider,CTDGV,M,01,Sea-Bird,SBE Glider Payload CTD (GP-CTD),1
GA05MOAS-GL001,Argentine Basin Mobile Assets,05,MOAS,GL (Gliders),001,Oxygen dissolved stable,DOSTA,M,01,Aanderaa,Optode 4831,1
GA05MOAS-GL001,Argentine Basin Mobile Assets,05,MOAS,GL (Gliders),001,Fluorometer two wavelength,FLORD,M,01,WET Labs,ECO Puck FLBB-SLC,1
GA05MOAS-GL002,Argentine Basin Mobile Assets,05,MOAS,GL (Gliders),002,CTD Glider,CTDGV,M,01,Sea-Bird,SBE Glider Payload CTD (GP-CTD),1
GA05MOAS-GL002,Argentine Basin Mobile Assets,05,MOAS,GL (Gliders),002,Oxygen dissolved stable,DOSTA,M,01,Aanderaa,Optode 4831,1
GA05MOAS-GL002,Argentine Basin Mobile Assets,05,MOAS,GL (Gliders),002,Fluorometer two wavelength,FLORD,M,01,WET Labs,ECO Puck FLBB-SLC,1
GA05MOAS-GL003,Argentine Basin Mobile Assets,05,MOAS,GL (Gliders),003,CTD Glider,CTDGV,M,01,Sea-Bird,SBE Glider Payload CTD (GP-CTD),1
GA05MOAS-GL003,Argentine Basin Mobile Assets,05,MOAS,GL (Gliders),003,Oxygen dissolved stable,DOSTA,M,01,Aanderaa,Optode 4831,1
GA05MOAS-GL003,Argentine Basin Mobile Assets,05,MOAS,GL (Gliders),003,Fluorometer two wavelength,FLORD,M,01,WET Labs,ECO Puck FLBB-SLC,1
GI01SUMO-RI002,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),002,CTD Bottom Pumped,CTDBP,F,01,Sea-Bird,SBE 16plusV2,1
GI01SUMO-RI002,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),002,Fluorometer three wavelength,FLORT,D,01,WET Labs,ECO Triplet-w,1
GI01SUMO-RI002,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),002,Velocity point,VELPT,A,01,Nortek,Aquadopp 300m,1
GI01SUMO-RI002,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),002,Velocity profile Long Range,ADCPS,N,01,Teledyne RDI,WorkHorse LongRanger Sentinel 75khz,1
GI01SUMO-RI003,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),003,CTD Mooring,CTDMO,R,01,Sea-Bird,SBE 37IM,10
GI01SUMO-RI003,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),003,pH stable,PHSEN,E,01,Sunburst,SAMI-pH,2
GI01SUMO-SB001,Irminger Sea Surface Mooring,01,SUMO,SB (Surface Buoy),001,Flux direct covariance,FDCHP,A,01,WHOI,DCFS,1
GI01SUMO-SB001,Irminger Sea Surface Mooring,01,SUMO,SB (Surface Buoy),001,Meteorology bulk,METBK,A,01,Star Engineering,ASIMET,2
GI01SUMO-SB001,Irminger Sea Surface Mooring,01,SUMO,SB (Surface Buoy),001,pCO2 air-sea,PCO2A,A,01,Pro-Oceanus,pCO2-pro,1
GI01SUMO-SB001,Irminger Sea Surface Mooring,01,SUMO,SB (Surface Buoy),001,Wave spectra surface,WAVSS,A,01,Axys Technologies,TRIAXYS,1
GI02HYPM-MP003,Irminger Sea Hybrid Profiler,02,HYPM,MP (Mid-Water Platform),003,Plankton ZP sonar global,ZPLSG,A,01,,,1
GI02HYPM-WF002,Irminger Sea Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,Fluorometer two wavelength,FLORD,L,01,WET Labs,FLBBRTD,1
GI02HYPM-WF002,Irminger Sea Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,Velocity point 3D turb,VEL3D,L,01,Falmouth Scientific,ACM-Plus,1
GI02HYPM-WF002,Irminger Sea Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,CTD Profiler,CTDPF,L,01,Sea-Bird,SBE 52MP,1
GI02HYPM-WF002,Irminger Sea Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,Oxygen dissolved stable,DOSTA,L,01,Aanderaa,Optode 4330,1
GI03FLMA-RI001,Irminger Sea Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,Oxygen dissolved stable,DOSTA,D,01,Aanderaa,Optode 4831,1
GI03FLMA-RI001,Irminger Sea Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,Fluorometer three wavelength,FLORT,D,01,WET Labs,ECO Triplet-w,1
GI03FLMA-RI001,Irminger Sea Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,CTD Mooring,CTDMO,H,01,Sea-Bird,SBE 37IM,12
GI03FLMA-RI001,Irminger Sea Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,pH stable,PHSEN,F,01,Sunburst,SAMI-pH,1
GI03FLMA-RI001,Irminger Sea Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,Velocity profile Long Range,ADCPS,L,01,Teledyne RDI,WorkHorse LongRanger Sentinel 75khz,1
GI03FLMB-RI001,Irminger Sea Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,Oxygen dissolved stable,DOSTA,D,01,Aanderaa,Optode 4831,1
GI03FLMB-RI001,Irminger Sea Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,Fluorometer three wavelength,FLORT,D,01,WET Labs,ECO Triplet-w,1
GI03FLMB-RI001,Irminger Sea Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,CTD Mooring,CTDMO,G,01,Sea-Bird,SBE 37IM,12
GI03FLMB-RI001,Irminger Sea Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,pH stable,PHSEN,F,01,Sunburst,SAMI-pH,1
GI03FLMB-RI001,Irminger Sea Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,Velocity profile Long Range,ADCPS,L,01,Teledyne RDI,WorkHorse LongRanger Sentinel 75khz,1
GI05MOAS-GL001,Irminger Sea Mobile Assets,05,MOAS,GL (Gliders),001,CTD Glider,CTDGV,M,01,Sea-Bird,SBE Glider Payload CTD (GP-CTD),1
GI05MOAS-GL001,Irminger Sea Mobile Assets,05,MOAS,GL (Gliders),001,Oxygen dissolved stable,DOSTA,M,01,Aanderaa,Optode 4831,1
GI05MOAS-GL001,Irminger Sea Mobile Assets,05,MOAS,GL (Gliders),001,Fluorometer two wavelength,FLORD,M,01,WET Labs,ECO Puck FLBB-SLC,1
GI05MOAS-GL002,Irminger Sea Mobile Assets,05,MOAS,GL (Gliders),002,CTD Glider,CTDGV,M,01,Sea-Bird,SBE Glider Payload CTD (GP-CTD),1
GI05MOAS-GL002,Irminger Sea Mobile Assets,05,MOAS,GL (Gliders),002,Oxygen dissolved stable,DOSTA,M,01,Aanderaa,Optode 4831,1
GI05MOAS-GL002,Irminger Sea Mobile Assets,05,MOAS,GL (Gliders),002,Fluorometer two wavelength,FLORD,M,01,WET Labs,ECO Puck FLBB-SLC,1
GI05MOAS-GL003,Irminger Sea Mobile Assets,05,MOAS,GL (Gliders),003,CTD Glider,CTDGV,M,01,Sea-Bird,SBE Glider Payload CTD (GP-CTD),1
GI05MOAS-GL003,Irminger Sea Mobile Assets,05,MOAS,GL (Gliders),003,Oxygen dissolved stable,DOSTA,M,01,Aanderaa,Optode 4831,1
GI05MOAS-GL003,Irminger Sea Mobile Assets,05,MOAS,GL (Gliders),003,Fluorometer two wavelength,FLORD,M,01,WET Labs,ECO Puck FLBB-SLC,1
GP02HYPM-MP003,Station Papa Hybrid Profiler,02,HYPM,MP (Mid-Water Platform),003,Plankton ZP sonar global,ZPLSG,A,01,,,1
GP02HYPM-WF002,Station Papa Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,Fluorometer two wavelength,FLORD,L,01,WET Labs,FLBBRTD,1
GP02HYPM-WF002,Station Papa Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,Velocity point 3D turb,VEL3D,L,01,Falmouth Scientific,ACM-Plus,1
GP02HYPM-WF002,Station Papa Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,CTD Profiler,CTDPF,L,01,Sea-Bird,SBE 52MP,1
GP02HYPM-WF002,Station Papa Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,Oxygen dissolved stable,DOSTA,L,01,Aanderaa,Optode 4330,1
